Additional Order items,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Segment,Customer State,Customer Zipcode,Market,Order Customer Id,Order Date,Order Id,Order Region,Order Item Total,Order Quantity,Product Price,Profit Margin,Profit Per Order,Sales
Camping & Hiking,Camping & Hiking,Loveland,United States,Megan,2902,Consumer,OH,45140,USCA,2902,06-12-2016,36229,West of USA,283.480011,1,299.980011,45.40%,136.0700073,299.980011
Indoor/Outdoor Games,Indoor/Outdoor Games,San Diego,United States,Jane,4512,Consumer,CA,92115,USCA,4512,29-04-2016,33204,South of  USA,46.47999954,1,49.97999954,30.20%,15.10999966,49.97999954
Men's Footwear,Men's Footwear,Opelousas,United States,Andrew,4278,Consumer,LA,70570,USCA,4278,08-09-2016,40184,West of USA,120.8899994,1,129.9900055,-71.30%,-92.72000122,129.9900055
Indoor/Outdoor Games,Indoor/Outdoor Games,San Diego,United States,Jane,4512,Consumer,CA,92115,USCA,4512,29-04-2016,33204,South of  USA,45.47999954,1,49.97999954,43.70%,21.82999992,49.97999954
Fishing,Fishing,Salt Lake City,United States,Shirley,11358,Consumer,UT,84118,USCA,11358,05-08-2016,33809,South of  USA,363.980011,1,399.980011,41.90%,167.4299927,399.980011
Cleats,Cleats,Folsom,United States,Heather,11257,Consumer,CA,95630,USCA,11257,08-07-2016,40039,West of USA,54.59000015,1,59.99000168,34.10%,20.46999931,59.99000168
Women's Apparel,Women's Apparel,Duluth,United States,Sean,7969,Consumer,GA,30096,USCA,7969,18-08-2016,40824,West of USA,45.5,1,50,-21.70%,-10.82999992,50
Water Sports,Water Sports,Anaheim,United States,Brian,4582,Consumer,CA,92801,USCA,4582,28-08-2016,41479,Canada,179.9900055,1,199.9900055,24.30%,48.59999847,199.9900055
Camping & Hiking,Camping & Hiking,Amarillo,United States,Robert,8391,Consumer,TX,79109,USCA,8391,17-04-2016,32369,East of USA,269.980011,1,299.980011,43.20%,129.5899963,299.980011
Fishing,Fishing,Loveland,United States,Megan,2902,Consumer,OH,45140,USCA,2902,06-12-2016,36229,West of USA,359.980011,1,399.980011,-29.60%,-118.4300003,399.980011
Men's Footwear,Men's Footwear,Wichita,United States,Howard,3011,Consumer,KS,67212,USCA,3011,25-04-2016,32929,East of USA,114.3899994,1,129.9900055,37.00%,48.04000092,129.9900055
Water Sports,Water Sports,Loveland,United States,Megan,2902,Consumer,OH,45140,USCA,2902,06-12-2016,36229,West of USA,175.9900055,1,199.9900055,-11.40%,-22.70000076,199.9900055
Water Sports,Water Sports,La Crosse,United States,Anna,10770,Consumer,WI,54601,USCA,10770,25-07-2016,39164,West of USA,175.9900055,1,199.9900055,40.50%,80.95999908,199.9900055
Cleats,Cleats,Brooklyn,United States,Karen,5012,Consumer,NY,11207,USCA,5012,01-01-2017,50104,Canada,52.18999863,1,59.99000168,10.40%,6.260000229,59.99000168
Men's Footwear,Men's Footwear,Los Angeles,United States,Teresa,4734,Consumer,CA,90027,USCA,4734,19-06-2016,36669,US Center,113.0899963,1,129.9900055,6.50%,8.479999542,129.9900055
Men's Footwear,Men's Footwear,Los Angeles,United States,Keith,11326,Consumer,CA,90023,USCA,11326,08-12-2016,40384,US Center,113.0899963,1,129.9900055,42.60%,55.40999985,129.9900055
Men's Footwear,Men's Footwear,Duluth,United States,Sean,7969,Consumer,GA,30096,USCA,7969,18-08-2016,40824,West of USA,113.0899963,1,129.9900055,30.40%,39.58000183,129.9900055
Men's Footwear,Men's Footwear,Los Angeles,United States,Keith,11326,Consumer,CA,90023,USCA,11326,08-12-2016,40384,US Center,110.4899979,1,129.9900055,38.20%,49.72000122,129.9900055
Water Sports,Water Sports,Los Angeles,United States,Teresa,4734,Consumer,CA,90027,USCA,4734,19-06-2016,36669,US Center,169.9900055,1,199.9900055,7.50%,14.96000004,199.9900055
Cleats,Cleats,Cerritos,United States,Teresa,10142,Consumer,CA,90703,USCA,10142,21-05-2016,34729,West of USA,50.99000168,1,59.99000168,17.90%,10.71000004,59.99000168
Camping & Hiking,Camping & Hiking,Anaheim,United States,Brian,4582,Consumer,CA,92801,USCA,4582,28-08-2016,41479,Canada,251.9799957,1,299.980011,28.60%,85.66999817,299.980011
Water Sports,Water Sports,Brooklyn,United States,Karen,5012,Consumer,NY,11207,USCA,5012,01-01-2017,50104,Canada,167.9900055,1,199.9900055,39.50%,78.95999908,199.9900055
Water Sports,Water Sports,Chicago,United States,Henry,12350,Consumer,IL,60641,USCA,12350,15-08-2016,40564,East of USA,167.9900055,1,199.9900055,7.40%,14.77999973,199.9900055
Fishing,Fishing,Phoenix,United States,Julie,8482,Consumer,AZ,85009,USCA,8482,21-08-2016,40989,East of USA,331.980011,1,399.980011,-14.50%,-58.09999847,399.980011
Water Sports,Water Sports,Chicago,United States,Henry,12350,Consumer,IL,60641,USCA,12350,15-08-2016,40564,East of USA,165.9900055,1,199.9900055,-3.20%,-6.309999943,199.9900055
Fishing,Fishing,Daly City,United States,Mary,9379,Consumer,CA,94014,USCA,9379,04-12-2016,32034,West of USA,331.980011,1,399.980011,20.80%,83,399.980011
Men's Footwear,Men's Footwear,Freeport,United States,Mary,4754,Consumer,NY,11520,USCA,4754,16-05-2016,34329,West of USA,107.8899994,1,129.9900055,8.30%,10.78999996,129.9900055
Men's Footwear,Men's Footwear,Brooklyn,United States,Karen,5012,Consumer,NY,11207,USCA,5012,01-01-2017,50104,Canada,106.5899963,1,129.9900055,37.70%,49.02999878,129.9900055
Cardio Equipment,Cardio Equipment,Los Angeles,United States,Teresa,4734,Consumer,CA,90027,USCA,4734,19-06-2016,36669,US Center,81.98999786,1,99.98999786,-60.10%,-60.09999847,99.98999786
Men's Footwear,Men's Footwear,Houston,United States,Mary,5829,Consumer,TX,77015,USCA,5829,21-07-2016,38864,US Center,106.5899963,1,129.9900055,38.50%,50.09999847,129.9900055
Cleats,Cleats,Opelousas,United States,Andrew,4278,Consumer,LA,70570,USCA,4278,08-09-2016,40184,West of USA,49.18999863,1,59.99000168,26.70%,15.98999977,59.99000168
Water Sports,Water Sports,Waukegan,United States,Mary,9106,Consumer,IL,60085,USCA,9106,18-07-2016,38704,US Center,159.9900055,1,199.9900055,13.60%,27.20000076,199.9900055
Shop By Sport,Shop By Sport,Opelousas,United States,Andrew,4278,Consumer,LA,70570,USCA,4278,08-09-2016,40184,West of USA,31.98999977,1,39.99000168,6.00%,2.400000095,39.99000168
Camping & Hiking,Camping & Hiking,San Diego,United States,Jane,4512,Consumer,CA,92115,USCA,4512,29-04-2016,33204,South of  USA,224.9900055,1,299.980011,4.70%,14.17000008,299.980011
Men's Footwear,Men's Footwear,Salt Lake City,United States,Shirley,11358,Consumer,UT,84118,USCA,11358,05-08-2016,33809,South of  USA,97.48999786,1,129.9900055,30.70%,39.97000122,129.9900055
Water Sports,Water Sports,Beloit,United States,Mary,2908,Consumer,WI,53511,USCA,2908,30-07-2016,39514,US Center,149.9900055,1,199.9900055,-4.30%,-8.550000191,199.9900055
Indoor/Outdoor Games,Indoor/Outdoor Games,Daly City,United States,Mary,9379,Consumer,CA,94014,USCA,9379,04-12-2016,32034,West of USA,37.49000168,1,49.97999954,26.30%,13.11999989,49.97999954
Men's Footwear,Men's Footwear,San Antonio,United States,Stephen,7537,Consumer,TX,78201,USCA,7537,04-12-2016,31994,East of USA,129.9900055,1,129.9900055,26.00%,33.79999924,129.9900055
Men's Footwear,Men's Footwear,New York,United States,Mary,5836,Consumer,NY,10128,USCA,5836,28-07-2016,39374,South of  USA,129.9900055,1,129.9900055,32.50%,42.25,129.9900055
Camping & Hiking,Camping & Hiking,Los Angeles,United States,Patricia,11328,Consumer,CA,90033,USCA,11328,30-05-2016,35294,US Center,299.980011,1,299.980011,-32.90%,-98.69000244,299.980011
Water Sports,Water Sports,Virginia Beach,United States,Mary,2121,Consumer,VA,23456,USCA,2121,25-05-2016,35004,US Center,199.9900055,1,199.9900055,45.00%,90,199.9900055
Camping & Hiking,Camping & Hiking,Bismarck,United States,Willie,8972,Consumer,ND,58501,USCA,8972,29-04-2016,33199,West of USA,299.980011,1,299.980011,4.70%,14.10000038,299.980011
Indoor/Outdoor Games,Indoor/Outdoor Games,Parkville,United States,Matthew,4233,Consumer,MD,21234,USCA,4233,05-08-2016,33839,East of USA,49.47999954,1,49.97999954,-1.40%,-0.689999998,49.97999954
Water Sports,Water Sports,Brooklyn,United States,Eric,8285,Consumer,NY,11219,USCA,8285,27-04-2016,33024,East of USA,197.9900055,1,199.9900055,7.40%,14.85000038,199.9900055
Cleats,Cleats,Roswell,United States,Mary,11453,Consumer,NM,88201,USCA,11453,05-01-2016,33299,South of  USA,59.38999939,1,59.99000168,8.70%,5.230000019,59.99000168
Camping & Hiking,Camping & Hiking,New York,United States,Adam,3319,Consumer,NY,10016,USCA,3319,14-05-2016,34219,US Center,296.980011,1,299.980011,32.20%,96.51999664,299.980011
Water Sports,Water Sports,New York,United States,Adam,3319,Consumer,NY,10016,USCA,3319,14-05-2016,34219,US Center,197.9900055,1,199.9900055,17.80%,35.63999939,199.9900055
Men's Footwear,Men's Footwear,Mission,United States,Roy,9622,Consumer,TX,78572,USCA,9622,23-06-2016,36969,US Center,128.6900024,1,129.9900055,-23.60%,-30.62999916,129.9900055
Cardio Equipment,Cardio Equipment,Winnetka,United States,Betty,11186,Consumer,CA,91306,USCA,11186,07-03-2016,37644,West of USA,98.98999786,1,99.98999786,12.40%,12.36999989,99.98999786
Indoor/Outdoor Games,Indoor/Outdoor Games,Oviedo,United States,Carolyn,9090,Consumer,FL,32765,USCA,9090,04-12-2016,32029,West of USA,49.47999954,1,49.97999954,46.50%,23.26000023,49.97999954
Men's Footwear,Men's Footwear,Hollywood,United States,Mary,4719,Consumer,FL,33023,USCA,4719,13-07-2016,38349,West of USA,128.6900024,1,129.9900055,32.20%,41.8199997,129.9900055
Camping & Hiking,Camping & Hiking,Chicago,United States,Mary,11947,Consumer,IL,60608,USCA,11947,28-06-2016,37309,West of USA,296.980011,1,299.980011,6.20%,18.70999908,299.980011
Shop By Sport,Shop By Sport,Miami,United States,Thomas,3641,Consumer,FL,33162,USCA,3641,08-08-2016,40114,East of USA,39.18999863,1,39.99000168,37.20%,14.89000034,39.99000168
Men's Footwear,Men's Footwear,Moline,United States,Heather,6583,Consumer,IL,61265,USCA,6583,25-07-2016,39154,East of USA,127.3899994,1,129.9900055,25.50%,33.11999893,129.9900055
Water Sports,Water Sports,Brooklyn,United States,Eric,8285,Consumer,NY,11219,USCA,8285,27-04-2016,33024,East of USA,195.9900055,1,199.9900055,8.60%,17.25,199.9900055
Fishing,Fishing,Costa Mesa,United States,Mary,8737,Consumer,CA,92627,USCA,8737,26-07-2016,39199,South of  USA,391.980011,1,399.980011,-147.00%,-587.9699707,399.980011
Fishing,Fishing,Woonsocket,United States,Mary,4190,Consumer,RI,2895,USCA,4190,06-01-2016,35424,South of  USA,391.980011,1,399.980011,49.00%,195.9900055,399.980011
Shop By Sport,Shop By Sport,Salem,United States,Mary,2498,Consumer,OR,97303,USCA,2498,13-06-2016,36254,US Center,39.18999863,1,39.99000168,-17.20%,-6.860000134,39.99000168
Men's Footwear,Men's Footwear,Mesa,United States,James,1424,Consumer,AZ,85204,USCA,1424,14-06-2016,36354,West of USA,127.3899994,1,129.9900055,46.10%,59.86999893,129.9900055
Water Sports,Water Sports,El Monte,United States,Mary,5152,Consumer,CA,91732,USCA,5152,25-04-2016,32934,West of USA,195.9900055,1,199.9900055,34.30%,68.59999847,199.9900055
Men's Footwear,Men's Footwear,Hollywood,United States,Mary,4719,Consumer,FL,33023,USCA,4719,13-07-2016,38349,West of USA,127.3899994,1,129.9900055,29.40%,38.22000122,129.9900055
Fishing,Fishing,New Orleans,United States,Lori,1542,Consumer,LA,70117,USCA,1542,14-08-2016,40494,West of USA,391.980011,1,399.980011,46.10%,184.2299957,399.980011
Water Sports,Water Sports,Saint Paul,United States,Brittany,11861,Consumer,MN,55112,USCA,11861,20-08-2016,40964,West of USA,195.9900055,1,199.9900055,46.10%,92.12000275,199.9900055
Camping & Hiking,Camping & Hiking,Van Nuys,United States,Mary,4547,Consumer,CA,91405,USCA,4547,08-08-2016,40104,East of USA,290.980011,1,299.980011,25.50%,76.52999878,299.980011
Cleats,Cleats,Van Nuys,United States,Mary,4547,Consumer,CA,91405,USCA,4547,08-08-2016,40104,East of USA,58.18999863,1,59.99000168,34.00%,20.37000084,59.99000168
Fishing,Fishing,East Lansing,United States,Karen,4602,Consumer,MI,48823,USCA,4602,29-06-2016,37394,East of USA,387.980011,1,399.980011,29.10%,116.3899994,399.980011
Water Sports,Water Sports,Sugar Land,United States,Mary,6513,Consumer,TX,77479,USCA,6513,07-06-2016,37824,East of USA,193.9900055,1,199.9900055,46.60%,93.12000275,199.9900055
Men's Footwear,Men's Footwear,Milpitas,United States,Mark,1474,Consumer,CA,95035,USCA,1474,14-06-2016,36349,South of  USA,126.0899963,1,129.9900055,25.20%,32.77999878,129.9900055
Fishing,Fishing,Phoenix,United States,Mary,6532,Consumer,AZ,85022,USCA,6532,15-04-2016,32214,US Center,387.980011,1,399.980011,25.20%,100.8700027,399.980011
Men's Footwear,Men's Footwear,Lombard,United States,Linda,9476,Consumer,IL,60148,USCA,9476,08-03-2016,39789,US Center,126.0899963,1,129.9900055,-5.50%,-7.190000057,129.9900055
Water Sports,Water Sports,El Monte,United States,Mary,5152,Consumer,CA,91732,USCA,5152,25-04-2016,32934,West of USA,193.9900055,1,199.9900055,29.10%,58.20000076,199.9900055
Water Sports,Water Sports,Pekin,United States,Mary,3213,Consumer,IL,61554,USCA,3213,24-04-2016,32829,West of USA,193.9900055,1,199.9900055,11.00%,21.92000008,199.9900055
Fishing,Fishing,New Orleans,United States,Lori,1542,Consumer,LA,70117,USCA,1542,14-08-2016,40494,West of USA,387.980011,1,399.980011,17.50%,69.83999634,399.980011
Fishing,Fishing,Westerville,United States,Mary,10111,Consumer,OH,43081,USCA,10111,07-11-2016,38164,West of USA,387.980011,1,399.980011,-67.90%,-271.5899963,399.980011
Camping & Hiking,Camping & Hiking,Memphis,United States,Shawn,3226,Consumer,TN,38118,USCA,3226,06-03-2016,35589,West of USA,290.980011,1,299.980011,-160.10%,-480.1199951,299.980011
Fishing,Fishing,Hampton,United States,Mary,11699,Consumer,VA,23666,USCA,11699,22-08-2016,41039,West of USA,387.980011,1,399.980011,-19.40%,-77.59999847,399.980011
Water Sports,Water Sports,Chicago,United States,Karen,9341,Consumer,IL,60613,USCA,9341,17-12-2016,49074,Canada,191.9900055,1,199.9900055,19.20%,38.40000153,199.9900055
Electronics,Electronics,Fountain Valley,United States,Mary,9403,Consumer,CA,92708,USCA,9403,24-04-2016,32879,East of USA,46.0699997,1,47.99000168,32.40%,15.5699997,47.99000168
Fishing,Fishing,Canyon Country,United States,Jonathan,7539,Consumer,CA,91351,USCA,7539,08-07-2016,40054,East of USA,383.980011,1,399.980011,47.00%,188.1499939,399.980011
Men's Footwear,Men's Footwear,Bell Gardens,United States,Richard,3250,Consumer,CA,90201,USCA,3250,08-12-2016,40364,East of USA,124.7900009,1,129.9900055,25.00%,32.45000076,129.9900055
Water Sports,Water Sports,San Antonio,United States,Stephen,7537,Consumer,TX,78201,USCA,7537,04-12-2016,31994,East of USA,191.9900055,1,199.9900055,46.10%,92.16000366,199.9900055
Men's Footwear,Men's Footwear,Rochester,United States,Betty,8167,Consumer,NY,14609,USCA,8167,07-12-2016,38289,South of  USA,124.7900009,1,129.9900055,-73.60%,-95.70999908,129.9900055
Fishing,Fishing,Spring,United States,Ashley,91,Consumer,TX,77379,USCA,91,08-09-2016,40209,South of  USA,383.980011,1,399.980011,44.20%,176.6300049,399.980011
Men's Footwear,Men's Footwear,Lombard,United States,Linda,9476,Consumer,IL,60148,USCA,9476,08-03-2016,39789,US Center,124.7900009,1,129.9900055,32.60%,42.43000031,129.9900055
Cardio Equipment,Cardio Equipment,Bronx,United States,Deborah,8512,Consumer,NY,10468,USCA,8512,22-05-2016,34789,US Center,95.98999786,1,99.98999786,33.60%,33.59999847,99.98999786
Camping & Hiking,Camping & Hiking,Lutz,United States,Mary,11862,Consumer,FL,33549,USCA,11862,20-07-2016,38804,West of USA,287.980011,1,299.980011,24.00%,72,299.980011
Men's Footwear,Men's Footwear,Miami,United States,Rose,7336,Consumer,FL,33177,USCA,7336,19-04-2016,32499,West of USA,124.7900009,1,129.9900055,28.80%,37.43999863,129.9900055
Water Sports,Water Sports,Lutz,United States,Mary,11862,Consumer,FL,33549,USCA,11862,20-07-2016,38804,West of USA,191.9900055,1,199.9900055,1.00%,1.919999957,199.9900055
Fishing,Fishing,Baltimore,United States,Mary,7974,Consumer,MD,21215,USCA,7974,29-06-2016,37374,East of USA,379.980011,1,399.980011,45.60%,182.3899994,399.980011
Camping & Hiking,Camping & Hiking,New York,United States,Mary,5035,Consumer,NY,10032,USCA,5035,05-12-2016,34114,East of USA,284.980011,1,299.980011,43.70%,131.0899963,299.980011
Men's Footwear,Men's Footwear,Lakewood,United States,David,394,Consumer,OH,44107,USCA,394,18-05-2016,34479,East of USA,123.4899979,1,129.9900055,-41.10%,-53.47000122,129.9900055
Water Sports,Water Sports,San Antonio,United States,Stephen,7537,Consumer,TX,78201,USCA,7537,04-12-2016,31994,East of USA,189.9900055,1,199.9900055,45.60%,91.19999695,199.9900055
Water Sports,Water Sports,Blacksburg,United States,Mary,1903,Consumer,VA,24060,USCA,1903,05-06-2016,33694,West of USA,189.9900055,1,199.9900055,-17.40%,-34.77000046,199.9900055
Men's Footwear,Men's Footwear,Fresno,United States,Emma,7066,Consumer,CA,93702,USCA,7066,13-04-2016,32094,East of USA,122.8399963,1,129.9900055,-255.20%,-331.6700134,129.9900055
Water Sports,Water Sports,Lakewood,United States,Nicholas,7362,Consumer,OH,44107,USCA,7362,22-07-2016,38974,East of USA,188.9900055,1,199.9900055,1.10%,2.269999981,199.9900055
Men's Footwear,Men's Footwear,Portland,United States,Mary,8189,Consumer,OR,97229,USCA,8189,18-06-2016,36629,East of USA,122.8399963,1,129.9900055,46.30%,60.18999863,129.9900055
Men's Footwear,Men's Footwear,Costa Mesa,United States,Mary,8737,Consumer,CA,92627,USCA,8737,26-07-2016,39199,South of  USA,122.8399963,1,129.9900055,-160.70%,-208.8300018,129.9900055
Cardio Equipment,Cardio Equipment,New York,United States,Mary,5567,Consumer,NY,10031,USCA,5567,08-09-2016,40179,South of  USA,94.48999786,1,99.98999786,22.70%,22.68000031,99.98999786
Camping & Hiking,Camping & Hiking,Brooklyn,United States,Rebecca,2133,Consumer,NY,11203,USCA,2133,26-06-2016,37194,US Center,283.480011,1,299.980011,44.40%,133.2400055,299.980011
Shop By Sport,Shop By Sport,Pawtucket,United States,Patricia,771,Consumer,RI,2860,USCA,771,08-07-2016,40074,US Center,37.79000092,1,39.99000168,30.70%,12.27999973,39.99000168
Cleats,Cleats,Azusa,United States,David,4336,Consumer,CA,91702,USCA,4336,08-07-2016,40059,West of USA,56.68999863,1,59.99000168,35.00%,20.97999954,59.99000168
Cleats,Cleats,Canyon Country,United States,Jonathan,7539,Consumer,CA,91351,USCA,7539,08-07-2016,40054,East of USA,55.79000092,1,59.99000168,-153.40%,-92.05000305,59.99000168
Men's Footwear,Men's Footwear,Fresno,United States,Emma,7066,Consumer,CA,93702,USCA,7066,13-04-2016,32094,East of USA,120.8899994,1,129.9900055,33.80%,43.88000107,129.9900055
Cardio Equipment,Cardio Equipment,East Lansing,United States,Karen,4602,Consumer,MI,48823,USCA,4602,29-06-2016,37394,East of USA,92.98999786,1,99.98999786,33.50%,33.47999954,99.98999786
Water Sports,Water Sports,Dearborn,United States,Mary,836,Consumer,MI,48126,USCA,836,29-05-2016,35269,East of USA,185.9900055,1,199.9900055,-20.20%,-40.36000061,199.9900055
Men's Footwear,Men's Footwear,College Station,United States,Kimberly,11315,Consumer,TX,77840,USCA,11315,24-07-2016,39094,East of USA,120.8899994,1,129.9900055,32.50%,42.31000137,129.9900055
Water Sports,Water Sports,Albuquerque,United States,Andrea,9856,Consumer,NM,87111,USCA,9856,30-04-2016,33274,South of  USA,185.9900055,1,199.9900055,7.00%,13.94999981,199.9900055
Shop By Sport,Shop By Sport,Los Angeles,United States,Patricia,11328,Consumer,CA,90033,USCA,11328,30-05-2016,35294,US Center,37.18999863,1,39.99000168,25.10%,10.03999996,39.99000168
Men's Footwear,Men's Footwear,Wheaton,United States,Cynthia,12412,Consumer,IL,60187,USCA,12412,23-05-2016,34864,US Center,120.8899994,1,129.9900055,32.50%,42.31000137,129.9900055
Men's Footwear,Men's Footwear,Moline,United States,Heather,6583,Consumer,IL,61265,USCA,6583,19-05-2016,34529,US Center,120.8899994,1,129.9900055,34.90%,45.33000183,129.9900055
Water Sports,Water Sports,Olathe,United States,Mary,3239,Consumer,KS,66062,USCA,3239,08-04-2016,39869,US Center,185.9900055,1,199.9900055,32.60%,65.09999847,199.9900055
Fishing,Fishing,Las Vegas,United States,Edward,11125,Consumer,NV,89119,USCA,11125,04-04-2016,31484,US Center,371.980011,1,399.980011,36.30%,145.0700073,399.980011
Men's Footwear,Men's Footwear,Brooklyn,United States,Rebecca,2133,Consumer,NY,11203,USCA,2133,26-06-2016,37194,US Center,120.8899994,1,129.9900055,44.60%,58.02999878,129.9900055
Men's Footwear,Men's Footwear,Tampa,United States,Melissa,4588,Consumer,FL,33624,USCA,4588,06-12-2016,36224,East of USA,118.2900009,1,129.9900055,40.90%,53.22999954,129.9900055
Water Sports,Water Sports,Bowling Green,United States,Mary,2276,Consumer,KY,42101,USCA,2276,20-07-2016,38784,East of USA,181.9900055,1,199.9900055,30.80%,61.50999832,199.9900055
Cleats,Cleats,Baltimore,United States,Mary,7974,Consumer,MD,21215,USCA,7974,29-06-2016,37374,East of USA,54.59000015,1,59.99000168,25.50%,15.28999996,59.99000168
Water Sports,Water Sports,Dearborn,United States,Mary,836,Consumer,MI,48126,USCA,836,29-05-2016,35269,East of USA,181.9900055,1,199.9900055,28.50%,56.95999908,199.9900055
Men's Footwear,Men's Footwear,Saint Louis,United States,Brandon,9968,Consumer,MO,63129,USCA,9968,28-04-2016,33094,East of USA,118.2900009,1,129.9900055,22.70%,29.5699997,129.9900055
Men's Footwear,Men's Footwear,Fayetteville,United States,James,5883,Consumer,NC,28314,USCA,5883,07-03-2016,37649,East of USA,118.2900009,1,129.9900055,23.70%,30.76000023,129.9900055
Men's Footwear,Men's Footwear,Memphis,United States,Mary,4000,Consumer,TN,38109,USCA,4000,06-06-2016,35824,East of USA,118.2900009,1,129.9900055,-4.30%,-5.559999943,129.9900055
Water Sports,Water Sports,Albuquerque,United States,Andrea,9856,Consumer,NM,87111,USCA,9856,30-04-2016,33274,South of  USA,181.9900055,1,199.9900055,27.30%,54.59999847,199.9900055
Camping & Hiking,Camping & Hiking,Phoenix,United States,Mary,6532,Consumer,AZ,85022,USCA,6532,15-04-2016,32214,US Center,272.980011,1,299.980011,-6.80%,-20.46999931,299.980011
Men's Footwear,Men's Footwear,Phoenix,United States,Mary,6532,Consumer,AZ,85022,USCA,6532,15-04-2016,32214,US Center,118.2900009,1,129.9900055,-40.90%,-53.22999954,129.9900055
Men's Footwear,Men's Footwear,Moline,United States,Heather,6583,Consumer,IL,61265,USCA,6583,19-05-2016,34529,US Center,118.2900009,1,129.9900055,43.70%,56.77999878,129.9900055
Fishing,Fishing,Las Vegas,United States,Edward,11125,Consumer,NV,89119,USCA,11125,04-04-2016,31484,US Center,363.980011,1,399.980011,-20.50%,-81.90000153,399.980011
Cleats,Cleats,El Monte,United States,Mary,5152,Consumer,CA,91732,USCA,5152,25-04-2016,32934,West of USA,54.59000015,1,59.99000168,1.20%,0.709999979,59.99000168
Fishing,Fishing,Brighton,United States,Olivia,706,Consumer,MA,2135,USCA,706,24-04-2016,32869,West of USA,363.980011,1,399.980011,27.30%,109.1900024,399.980011
Fishing,Fishing,Saint Paul,United States,Brittany,11861,Consumer,MN,55112,USCA,11861,20-08-2016,40964,West of USA,363.980011,1,399.980011,28.50%,113.9300003,399.980011
Fishing,Fishing,Sanford,United States,Mark,6879,Consumer,NC,27330,USCA,6879,27-07-2016,39264,West of USA,363.980011,1,399.980011,14.80%,59.33000183,399.980011
Camping & Hiking,Camping & Hiking,Albuquerque,United States,David,2235,Consumer,NM,87120,USCA,2235,07-07-2016,37944,West of USA,272.980011,1,299.980011,6.80%,20.46999931,299.980011
Fishing,Fishing,Albuquerque,United States,David,2235,Consumer,NM,87120,USCA,2235,07-07-2016,37944,West of USA,363.980011,1,399.980011,11.10%,44.40999985,399.980011
Water Sports,Water Sports,Albuquerque,United States,David,2235,Consumer,NM,87120,USCA,2235,07-07-2016,37944,West of USA,181.9900055,1,199.9900055,31.90%,63.70000076,199.9900055
Women's Apparel,Women's Apparel,Albuquerque,United States,David,2235,Consumer,NM,87120,USCA,2235,07-07-2016,37944,West of USA,45.5,1,50,-159.30%,-79.62999725,50
Cardio Equipment,Cardio Equipment,Baltimore,United States,Mary,7974,Consumer,MD,21215,USCA,7974,29-06-2016,37374,East of USA,89.98999786,1,99.98999786,23.40%,23.39999962,99.98999786
Water Sports,Water Sports,Baltimore,United States,Mary,7974,Consumer,MD,21215,USCA,7974,29-06-2016,37374,East of USA,179.9900055,1,199.9900055,40.50%,81,199.9900055
Cardio Equipment,Cardio Equipment,Dearborn,United States,Mary,836,Consumer,MI,48126,USCA,836,29-05-2016,35269,East of USA,89.98999786,1,99.98999786,28.20%,28.17000008,99.98999786
Men's Footwear,Men's Footwear,Lithonia,United States,Stephanie,7504,Consumer,GA,30058,USCA,7504,18-06-2016,36614,South of  USA,116.9899979,1,129.9900055,11.20%,14.61999989,129.9900055
Camping & Hiking,Camping & Hiking,Las Vegas,United States,Mary,8294,Consumer,NV,89103,USCA,8294,22-07-2016,38979,US Center,269.980011,1,299.980011,-20.60%,-61.83000183,299.980011
Fishing,Fishing,San Francisco,United States,Stephen,9459,Consumer,CA,94109,USCA,9459,19-07-2016,38709,West of USA,359.980011,1,399.980011,40.50%,161.9900055,399.980011
Camping & Hiking,Camping & Hiking,Canoga Park,United States,James,9338,Consumer,CA,91304,USCA,9338,12-04-2016,48214,Canada,263.980011,1,299.980011,23.10%,69.43000031,299.980011
Camping & Hiking,Camping & Hiking,Lakewood,United States,Nicholas,7362,Consumer,OH,44107,USCA,7362,22-07-2016,38974,East of USA,263.980011,1,299.980011,24.20%,72.59999847,299.980011
Indoor/Outdoor Games,Indoor/Outdoor Games,Costa Mesa,United States,Mary,8737,Consumer,CA,92627,USCA,8737,26-07-2016,39199,South of  USA,43.97999954,1,49.97999954,-20.90%,-10.47000027,49.97999954
Fishing,Fishing,Lithonia,United States,Stephanie,7504,Consumer,GA,30058,USCA,7504,18-06-2016,36614,South of  USA,351.980011,1,399.980011,-140.80%,-563.1699829,399.980011
Cardio Equipment,Cardio Equipment,Moline,United States,Heather,6583,Consumer,IL,61265,USCA,6583,19-05-2016,34529,US Center,87.98999786,1,99.98999786,9.90%,9.93999958,99.98999786
Water Sports,Water Sports,Moline,United States,Heather,6583,Consumer,IL,61265,USCA,6583,19-05-2016,34529,US Center,175.9900055,1,199.9900055,14.30%,28.69000053,199.9900055
Men's Footwear,Men's Footwear,Salem,United States,Mary,2498,Consumer,OR,97303,USCA,2498,13-06-2016,36254,US Center,114.3899994,1,129.9900055,-70.40%,-91.51000214,129.9900055
Water Sports,Water Sports,Huntington Beach,United States,Mary,6308,Consumer,CA,92647,USCA,6308,24-08-2016,41199,West of USA,175.9900055,1,199.9900055,20.20%,40.47999954,199.9900055
Water Sports,Water Sports,Hampton,United States,Mary,11699,Consumer,VA,23666,USCA,11699,22-08-2016,41039,West of USA,175.9900055,1,199.9900055,23.80%,47.52000046,199.9900055
